Subject,Accuracy
0,72.22222222222223
1,5.5555555555555545
2,33.33333333333332
3,50.0
4,0.0
5,2.7777777777777772
6,44.444444444444436
7,75.0
8,44.444444444444436
9,52.77777777777777
10,13.888888888888886
11,22.222222222222218
12,8.333333333333332
13,41.666666666666664
14,30.555555555555554
15,8.333333333333334
