Subject,Accuracy
0,72.22222222222221
1,5.555555555555555
2,33.33333333333333
3,50.0
4,0.0
5,2.7777777777777777
6,44.44444444444444
7,75.0
8,44.44444444444444
9,52.77777777777778
10,13.88888888888889
11,22.22222222222222
12,8.333333333333332
13,41.66666666666667
14,30.555555555555557
15,8.333333333333332
